subject,telephone,date,trialnumber,carrying location,speed,biometry cond,swingstate cond,measured distance,registered distance,measured stepcount,registered stepcount
1,iphone6b,20180503,22,backpack,running pace,NB,N,247.12,232.83,246,246
1,iphone6b,20180503,23,backpack,running pace,NB,N,247.12,220.88,260,241
1,iphone6b,20180503,24,backpack,running pace,NB,N,450.93,407.78,460,422
1,iphone6b,20180503,25,backpack,running pace,NB,N,450.93,351.08,464,375
1,iphone8,20180502,1,hand,walking pace,NB,N,91.52,103.93,131,132
1,iphone8,20180502,2,hand,walking pace,NB,N,91.52,96.65,127,131
1,iphone8,20180502,3,hand,walking pace,NB,N,247.12,270.33,348,354
1,iphone8,20180502,4,hand,walking pace,NB,N,247.12,253.67,342,337
1,iphone8,20180502,5,hand,walking pace,NB,N,450.93,466.52,612,615
1,iphone8,20180502,6,hand,walking pace,NB,N,450.93,452.9,606,603
1,iphone8,20180502,7,hand,running pace,NB,N,91.52,107.3,100,104
1,iphone8,20180502,8,hand,running pace,NB,N,91.52,97.42,104,95
1,iphone8,20180502,9,hand,running pace,NB,N,247.12,277.49,269,280
1,iphone8,20180502,10,hand,running pace,NB,N,247.12,278.37,268,274
1,iphone8,20180502,11,hand,running pace,NB,N,450.93,451.93,485,449
1,iphone8,20180502,12,hand,running pace,NB,N,450.93,452.02,483,463
1,iphone8,20180502,14,hand,walking pace,NB,S,91.52,103.67,130,139
1,iphone8,20180502,15,hand,walking pace,NB,Z,91.52,132.7,110,124
1,iphone8,20180502,16,hand,running pace,NB,S,91.52,77.81,88,81
1,iphone8,20180502,17,hand,running pace,NB,Z,91.52,126.55,78,82
1,iphone8,20180502,18,hand,walking pace,NB,S,247.12,259.9,318,324
1,iphone8,20180502,19,hand,walking pace,NB,Z,247.12,302.3,296,305
1,iphone8,20180502,20,hand,running pace,NB,S,247.12,241.01,266,254
1,iphone8,20180502,21,hand,running pace,NB,Z,247.12,352.73,218,206
1,iphone7,20180502,1,hand,walking pace,NB,N,91.52,99.32,131,127
1,iphone7,20180502,2,hand,walking pace,NB,N,91.52,99.34,127,135
1,iphone7,20180502,3,hand,walking pace,NB,N,247.12,269.6,348,354
1,iphone7,20180502,4,hand,walking pace,NB,N,247.12,223.57,342,343
1,iphone7,20180502,5,hand,walking pace,NB,N,450.93,469.35,612,616
1,iphone7,20180502,6,hand,walking pace,NB,N,450.93,454.72,606,607
1,iphone7,20180502,7,hand,running pace,NB,N,91.52,107.76,100,106
1,iphone7,20180502,8,hand,running pace,NB,N,91.52,99.77,104,98
1,iphone7,20180502,11,hand,running pace,NB,N,450.93,468.98,485,480
1,iphone7,20180502,12,hand,running pace,NB,N,450.93,455.13,483,466
1,iphone7,20180502,14,hand,walking pace,NB,S,91.52,94.48,130,125
1,iphone7,20180502,15,hand,walking pace,NB,Z,91.52,127.77,110,123
1,iphone7,20180502,16,hand,running pace,NB,S,91.52,47.84,88,53
1,iphone7,20180502,17,hand,running pace,NB,Z,91.52,123.55,78,80
1,iphone7,20180502,18,hand,walking pace,NB,S,247.12,260.95,318,323
1,iphone7,20180502,19,hand,walking pace,NB,Z,247.12,289.75,296,302
1,iphone7,20180502,20,hand,running pace,NB,S,247.12,243.59,266,259
1,iphone7,20180502,21,hand,running pace,NB,Z,247.12,359.88,218,223
1,iphone6b,20180502,1,hand,walking pace,NB,N,91.52,100.43,131,133
1,iphone6b,20180502,2,hand,walking pace,NB,N,91.52,95.43,127,135
1,iphone6b,20180502,3,hand,walking pace,NB,N,247.12,262.1,348,348
1,iphone6b,20180502,4,hand,walking pace,NB,N,247.12,248.66,342,341
1,iphone6b,20180502,5,hand,walking pace,NB,N,450.93,453.77,612,608
1,iphone6b,20180502,6,hand,walking pace,NB,N,450.93,451.3,606,607
1,iphone6b,20180502,7,hand,running pace,NB,N,91.52,102.27,100,105
1,iphone6b,20180502,8,hand,running pace,NB,N,91.52,95.63,104,97
1,iphone6b,20180502,9,hand,running pace,NB,N,247.12,255.54,269,271
1,iphone6b,20180502,10,hand,running pace,NB,N,247.12,266.25,268,269
1,iphone6b,20180502,11,hand,running pace,NB,N,450.93,455.18,485,473
1,iphone6b,20180502,12,hand,running pace,NB,N,450.93,449.45,483,476
1,iphone6b,20180502,14,hand,walking pace,NB,S,91.52,97.6,130,130
1,iphone6b,20180502,15,hand,walking pace,NB,Z,91.52,118.27,110,121
1,iphone6b,20180502,16,hand,running pace,NB,S,91.52,29.55,88,59
1,iphone6b,20180502,17,hand,running pace,NB,Z,91.52,118.95,78,84
1,iphone6b,20180502,18,hand,walking pace,NB,S,247.12,254.06,318,324
1,iphone6b,20180502,19,hand,walking pace,NB,Z,247.12,281.92,296,301
1,iphone6b,20180502,20,hand,running pace,NB,S,247.12,237.09,266,257
1,iphone6b,20180502,21,hand,running pace,NB,Z,247.12,322.04,218,208
3,iphone7,20180501,1,backpack,walking pace,NB,N,91.52,69.27,110,108
3,iphone7,20180501,2,backpack,walking pace,NB,N,91.52,74.15,109,109
3,iphone7,20180501,3,backpack,walking pace,NB,N,247.12,189.2,288,297
3,iphone7,20180501,4,backpack,walking pace,NB,N,247.12,195.36,289,285
3,iphone7,20180501,5,backpack,running pace,NB,N,91.52,73.93,81,82
3,iphone7,20180501,6,backpack,running pace,NB,N,91.52,80.75,91,92
3,iphone7,20180501,10,backpack,walking pace,NB,N,91.52,69.17,110,116
3,iphone7,20180501,11,backpack,walking pace,NB,N,91.52,75.77,107,107
3,iphone7,20180501,12,backpack,walking pace,NB,N,247.12,186.69,286,286
3,iphone7,20180501,13,backpack,walking pace,NB,N,247.12,196.09,288,288
3,iphone7,20180501,14,backpack,running pace,NB,N,91.52,77.26,92,89
3,iphone7,20180501,15,backpack,walking pace,NB,N,91.52,63.06,101,101
3,iphone7,20180501,19,hand,walking pace,NB,N,91.52,86.75,109,112
3,iphone7,20180501,20,hand,walking pace,NB,N,91.52,94.03,108,117
3,iphone7,20180501,21,hand,walking pace,NB,N,247.12,230.17,287,293
3,iphone7,20180501,22,hand,walking pace,NB,N,247.12,238.73,294,299
3,iphone7,20180501,23,hand,walking pace,NB,N,91.52,86.8,111,114
3,iphone7,20180501,24,hand,walking pace,NB,N,91.52,90.26,110,120
3,iphone6b,20180501,1,backpack,walking pace,NB,N,91.52,60.87,110,107
3,iphone6b,20180501,2,backpack,walking pace,NB,N,91.52,57.48,109,105
3,iphone6b,20180501,3,backpack,walking pace,NB,N,247.12,175.55,288,278
3,iphone6b,20180501,4,backpack,walking pace,NB,N,247.12,183.92,289,278
3,iphone6b,20180501,5,backpack,running pace,NB,N,91.52,65.15,81,80
3,iphone6b,20180501,6,backpack,running pace,NB,N,91.52,72.76,91,92
3,iphone6b,20180501,10,backpack,walking pace,NB,N,91.52,57.71,110,109
3,iphone6b,20180501,11,backpack,walking pace,NB,N,91.52,71.22,107,107
3,iphone6b,20180501,12,backpack,walking pace,NB,N,247.12,169.02,286,278
3,iphone6b,20180501,13,backpack,walking pace,NB,N,247.12,189.35,288,281
3,iphone6b,20180501,14,backpack,running pace,NB,N,91.52,60.47,92,85
3,iphone6b,20180501,15,backpack,walking pace,NB,N,91.52,58.31,101,100
3,iphone6b,20180501,19,hand,walking pace,NB,N,91.52,77.2,109,110
3,iphone6b,20180501,20,hand,walking pace,NB,N,91.52,80.98,108,111
3,iphone6b,20180501,21,hand,walking pace,NB,N,247.12,226.33,287,293
3,iphone6b,20180501,22,hand,walking pace,NB,N,247.12,226.17,294,285
3,iphone6b,20180501,23,hand,walking pace,NB,N,91.52,83.35,111,116
3,iphone6b,20180501,24,hand,walking pace,NB,N,91.52,79.31,110,112
4,iphone7,20180426,1,jacket pocket,walking pace,NB,N,91.52,84.59,112,110
4,iphone7,20180426,2,jacket pocket,walking pace,NB,N,91.52,88.64,118,116
4,iphone7,20180426,4,jacket pocket,walking pace,B,N,91.52,95.63,115,114
4,iphone7,20180426,5,jacket pocket,running pace,B,N,91.52,75.49,75,74
4,iphone7,20180426,6,jacket pocket,walking pace,B,N,247.12,249.69,303,301
4,iphone7,20180426,7,jacket pocket,walking pace,B,N,247.12,252.44,314,309
4,iphone7,20180426,8,jacket pocket,walking pace,B,N,91.52,96.51,111,111
4,iphone7,20180426,9,jacket pocket,running pace,B,N,91.52,77.55,75,76
4,iphone7,20180426,11,low side jacket pocket,walking pace,B,N,91.52,77.96,114,114
4,iphone7,20180426,12,low side jacket pocket,running pace,B,N,91.52,86.99,73,73
4,iphone7,20180426,13,low side jacket pocket,walking pace,B,N,247.12,202.43,303,301
4,iphone7,20180426,14,low side jacket pocket,walking pace,B,N,247.12,203.18,306,307
4,iphone7,20180426,15,low side jacket pocket,walking pace,B,N,91.52,76.17,118,118
4,iphone7,20180426,16,low side jacket pocket,running pace,B,N,91.52,88.8,74,76
4,iphone7,20180426,18,hand,walking pace,B,N,91.52,97.87,112,113
4,iphone7,20180426,19,hand,running pace,B,N,91.52,98.83,77,78
4,iphone7,20180426,20,hand,walking pace,B,N,247.12,253.16,304,305
4,iphone7,20180426,21,hand,walking pace,B,N,247.12,253.27,305,303
4,iphone7,20180426,22,hand,walking pace,B,N,91.52,90.1,114,112
4,iphone7,20180426,23,hand,running pace,B,N,91.52,111.1,73,76
4,iphone7,20180426,25,backpack,walking pace,B,N,91.52,87.03,115,114
4,iphone7,20180426,26,backpack,running pace,B,N,91.52,71.16,78,75
4,iphone7,20180426,27,backpack,walking pace,B,N,247.12,214.45,305,304
4,iphone7,20180426,28,backpack,walking pace,B,N,247.12,262.53,308,310
4,iphone7,20180426,29,backpack,walking pace,B,N,91.52,93.81,116,114
4,iphone7,20180426,30,backpack,running pace,B,N,91.52,70.1,73,73
4,iphone7,20180426,31,backpack,walking pace,B,N,247.12,232.34,306,301
4,iphone6b,20180426,1,jacket pocket,walking pace,NB,N,91.52,84.41,112,110
4,iphone6b,20180426,2,jacket pocket,walking pace,NB,N,91.52,60.7,118,117
4,iphone6b,20180426,4,jacket pocket,walking pace,B,N,91.52,86.73,115,115
4,iphone6b,20180426,5,jacket pocket,running pace,B,N,91.52,83.13,75,76
4,iphone6b,20180426,6,jacket pocket,walking pace,B,N,247.12,233.93,303,303
4,iphone6b,20180426,7,jacket pocket,walking pace,B,N,247.12,243.01,314,314
4,iphone6b,20180426,8,jacket pocket,walking pace,B,N,91.52,76.65,111,110
4,iphone6b,20180426,9,jacket pocket,running pace,B,N,91.52,78.3,75,72
4,iphone6b,20180426,11,low side jacket pocket,walking pace,B,N,91.52,69.44,114,114
4,iphone6b,20180426,12,low side jacket pocket,running pace,B,N,91.52,78.51,73,73
4,iphone6b,20180426,13,low side jacket pocket,walking pace,B,N,247.12,194.14,303,305
4,iphone6b,20180426,14,low side jacket pocket,walking pace,B,N,247.12,201.06,306,305
4,iphone6b,20180426,15,low side jacket pocket,walking pace,B,N,91.52,72.39,118,118
4,iphone6b,20180426,16,low side jacket pocket,running pace,B,N,91.52,70.11,74,72
4,iphone6b,20180426,18,hand,walking pace,B,N,91.52,95.75,112,112
4,iphone6b,20180426,19,hand,running pace,B,N,91.52,79.5,77,76
4,iphone6b,20180426,20,hand,walking pace,B,N,247.12,246.81,304,305
4,iphone6b,20180426,21,hand,walking pace,B,N,247.12,241.0,305,303
4,iphone6b,20180426,22,hand,walking pace,B,N,91.52,90.0,114,116
4,iphone6b,20180426,23,hand,running pace,B,N,91.52,91.49,73,73
4,iphone6b,20180426,25,backpack,walking pace,B,N,91.52,77.34,115,114
4,iphone6b,20180426,29,backpack,walking pace,B,N,91.52,81.07,116,115
4,iphone6b,20180426,30,backpack,running pace,B,N,91.52,60.08,72,71
4,iphone6b,20180426,31,backpack,walking pace,B,N,247.12,235.72,306,304
4,iphone6b,20180425,1,trouser pocket,walking pace,NB,N,91.52,61.87,118,118
4,iphone6b,20180425,2,trouser pocket,walking pace,NB,N,91.52,58.3,112,112
4,iphone6b,20180425,4,trouser pocket,walking pace,NB,N,247.12,183.94,311,307
4,iphone6b,20180425,5,trouser pocket,running pace,NB,N,247.12,243.71,229,227
4,iphone6b,20180425,7,backpack,walking pace,NB,N,91.52,86.39,114,115
4,iphone6b,20180425,8,backpack,walking pace,NB,N,91.52,88.07,113,111
4,iphone6b,20180425,10,backpack,walking pace,NB,N,247.12,230.6,312,314
4,iphone6b,20180425,11,backpack,running pace,NB,N,247.12,184.89,230,217
4,iphone6b,20180425,13,low side jacket pocket,walking pace,NB,N,91.52,67.01,115,113
4,iphone6b,20180425,14,low side jacket pocket,walking pace,NB,N,91.52,64.08,110,109
4,iphone6b,20180425,15,low side jacket pocket,walking pace,NB,N,247.12,170.43,305,288
4,iphone6b,20180425,16,low side jacket pocket,walking pace,NB,N,247.12,180.87,317,315
4,iphone6b,20180425,17,low side jacket pocket,walking pace,NB,N,450.93,308.65,561,560
4,iphone6b,20180425,18,low side jacket pocket,walking pace,NB,N,450.93,323.7,560,559
4,iphone6b,20180425,19,low side jacket pocket,running pace,NB,N,450.93,451.47,424,406
4,iphone6b,20180425,20,low side jacket pocket,running pace,NB,N,450.93,474.19,423,421
4,iphone6b,20180425,21,low side jacket pocket,running pace,NB,N,247.12,249.95,226,227
4,iphone6b,20180425,22,low side jacket pocket,running pace,NB,N,247.12,264.69,218,215
4,iphone6b,20180425,23,low side jacket pocket,running pace,NB,N,91.52,90.07,73,73
4,iphone6b,20180425,24,low side jacket pocket,running pace,NB,N,91.52,69.89,71,73
4,iphone6b,20180425,26,backpack,walking pace,NB,N,91.52,72.61,115,115
4,iphone6b,20180425,27,backpack,walking pace,NB,N,91.52,67.89,117,117
4,iphone6b,20180425,28,backpack,walking pace,NB,N,247.12,204.96,313,314
4,iphone6b,20180425,29,backpack,walking pace,NB,N,247.12,207.07,315,314
4,iphone7,20180425,1,trouser pocket,walking pace,NB,N,91.52,66.99,118,117
4,iphone7,20180425,2,trouser pocket,walking pace,NB,N,91.52,67.83,112,112
4,iphone7,20180425,4,trouser pocket,walking pace,NB,N,247.12,184.69,312,309
4,iphone7,20180425,5,trouser pocket,running pace,NB,N,247.12,258.11,229,229
4,iphone7,20180425,7,backpack,walking pace,NB,N,91.52,95.03,114,119
4,iphone7,20180425,8,backpack,walking pace,NB,N,91.52,93.16,113,112
4,iphone7,20180425,10,backpack,walking pace,NB,N,247.12,247.42,312,312
4,iphone7,20180425,11,backpack,running pace,NB,N,247.12,214.45,230,239
4,iphone7,20180425,13,low side jacket pocket,walking pace,NB,N,91.52,69.43,115,114
4,iphone7,20180425,14,low side jacket pocket,walking pace,NB,N,91.52,67.85,110,108
4,iphone7,20180425,15,low side jacket pocket,walking pace,NB,N,247.12,166.35,305,275
4,iphone7,20180425,16,low side jacket pocket,walking pace,NB,N,247.12,184.16,317,316
4,iphone7,20180425,17,low side jacket pocket,walking pace,NB,N,450.93,323.71,561,561
4,iphone7,20180425,18,low side jacket pocket,walking pace,NB,N,450.93,330.77,560,559
4,iphone7,20180425,19,low side jacket pocket,running pace,NB,N,450.93,494.15,424,424
4,iphone7,20180425,20,low side jacket pocket,running pace,NB,N,450.93,483.74,423,423
4,iphone7,20180425,21,low side jacket pocket,running pace,NB,N,247.12,274.13,226,222
4,iphone7,20180425,22,low side jacket pocket,running pace,NB,N,247.12,276.58,218,220
4,iphone7,20180425,23,low side jacket pocket,running pace,NB,N,91.52,92.74,73,73
4,iphone7,20180425,24,low side jacket pocket,running pace,NB,N,91.52,95.46,71,72
4,iphone7,20180425,26,backpack,walking pace,NB,N,91.52,81.01,115,116
4,iphone7,20180425,27,backpack,walking pace,NB,N,91.52,79.77,117,118
4,iphone7,20180425,28,backpack,walking pace,NB,N,247.12,212.59,313,313
4,iphone7,20180425,29,backpack,walking pace,NB,N,247.12,214.58,315,314
2,iphone6b,20180424,1,trouser pocket,walking pace,NB,N,450.93,464.61,595,593
2,iphone6b,20180424,2,trouser pocket,walking pace,NB,N,450.93,451.7,595,594
2,iphone6b,20180424,3,trouser pocket,walking pace,NB,N,247.12,262.96,330,327
2,iphone6b,20180424,4,trouser pocket,walking pace,NB,N,247.12,255.71,333,327
2,iphone6b,20180424,5,trouser pocket,walking pace,NB,N,91.52,99.95,125,122
2,iphone6b,20180424,6,trouser pocket,walking pace,NB,N,91.52,91.86,123,120
2,iphone6b,20180424,7,trouser pocket,running pace,NB,N,450.93,522.6,426,420
2,iphone6b,20180424,8,trouser pocket,running pace,NB,N,450.93,521.75,420,415
2,iphone6b,20180424,9,trouser pocket,running pace,NB,N,247.12,292.37,236,241
2,iphone6b,20180424,10,trouser pocket,running pace,NB,N,247.12,270.88,230,221
2,iphone6b,20180424,11,trouser pocket,running pace,NB,N,91.52,102.82,85,86
2,iphone6b,20180424,12,trouser pocket,running pace,NB,N,91.52,101.42,80,80
2,iphone6b,20180424,14,low side jacket pocket,walking pace,NB,N,91.52,63.48,119,115
2,iphone6b,20180424,15,low side jacket pocket,walking pace,NB,N,91.52,66.85,119,117
2,iphone6b,20180424,16,low side jacket pocket,walking pace,NB,N,247.12,175.25,320,320
2,iphone6b,20180424,17,low side jacket pocket,walking pace,NB,N,247.12,178.26,321,318
2,iphone6b,20180424,18,low side jacket pocket,walking pace,NB,N,450.93,325.13,577,576
2,iphone6b,20180424,19,low side jacket pocket,walking pace,NB,N,450.93,328.71,578,575
2,iphone6b,20180424,20,low side jacket pocket,running pace,NB,N,91.52,67.68,89,88
2,iphone6b,20180424,21,low side jacket pocket,running pace,NB,N,91.52,75.45,81,81
2,iphone7,20180424,1,trouser pocket,walking pace,NB,N,450.93,372.5,595,580
2,iphone7,20180424,2,trouser pocket,walking pace,NB,N,450.93,384.89,595,591
2,iphone7,20180424,3,trouser pocket,walking pace,NB,N,247.12,220.96,330,327
2,iphone7,20180424,4,trouser pocket,walking pace,NB,N,247.12,208.17,333,329
2,iphone7,20180424,5,trouser pocket,walking pace,NB,N,91.52,76.83,125,121
2,iphone7,20180424,6,trouser pocket,walking pace,NB,N,91.52,78.03,123,123
2,iphone7,20180424,7,trouser pocket,running pace,NB,N,450.93,513.63,426,408
2,iphone7,20180424,8,trouser pocket,running pace,NB,N,450.93,533.64,420,414
2,iphone7,20180424,9,trouser pocket,running pace,NB,N,247.12,356.05,236,283
2,iphone7,20180424,10,trouser pocket,running pace,NB,N,247.12,284.22,230,224
2,iphone7,20180424,11,trouser pocket,running pace,NB,N,91.52,108.62,85,85
2,iphone7,20180424,12,trouser pocket,running pace,NB,N,91.52,104.11,80,77
2,iphone7,20180424,14,low side jacket pocket,walking pace,NB,N,91.52,66.26,119,116
2,iphone7,20180424,15,low side jacket pocket,walking pace,NB,N,91.52,67.3,119,117
2,iphone7,20180424,16,low side jacket pocket,walking pace,NB,N,247.12,181.78,320,320
2,iphone7,20180424,17,low side jacket pocket,walking pace,NB,N,247.12,180.38,321,321
2,iphone7,20180424,18,low side jacket pocket,walking pace,NB,N,450.93,331.8,577,576
2,iphone7,20180424,19,low side jacket pocket,walking pace,NB,N,450.93,327.91,578,574
2,iphone7,20180424,20,low side jacket pocket,running pace,NB,N,91.52,80.37,89,88
2,iphone7,20180424,21,low side jacket pocket,running pace,NB,N,91.52,71.48,81,75
5,iphone7,20180420,1,low side jacket pocket,walking pace,NB,N,91.52,73.42,111,110
5,iphone7,20180420,2,low side jacket pocket,walking pace,NB,N,91.52,90.13,106,104
5,iphone7,20180420,3,low side jacket pocket,walking pace,NB,N,247.12,245.51,292,289
5,iphone7,20180420,4,low side jacket pocket,walking pace,NB,N,247.12,246.95,293,293
5,iphone7,20180420,5,low side jacket pocket,walking pace,NB,N,450.93,428.64,534,533
5,iphone7,20180420,6,low side jacket pocket,walking pace,NB,N,450.93,459.65,537,540
5,iphone7,20180420,7,low side jacket pocket,running pace,NB,N,450.93,399.9,361,359
5,iphone7,20180420,8,low side jacket pocket,running pace,NB,N,450.93,397.24,349,345
5,iphone7,20180420,9,low side jacket pocket,running pace,NB,N,247.12,214.38,189,184
5,iphone7,20180420,10,low side jacket pocket,running pace,NB,N,247.12,216.2,184,184
5,iphone7,20180420,11,low side jacket pocket,running pace,NB,N,91.52,75.22,66,66
5,iphone7,20180420,12,low side jacket pocket,running pace,NB,N,91.52,76.43,65,64
5,iphone7,20180420,14,hand,walking pace,B,N,91.52,89.58,109,110
5,iphone7,20180420,15,hand,running pace,B,N,91.52,74.12,66,66
5,iphone7,20180420,16,hand,walking pace,B,N,247.12,233.82,291,293
5,iphone7,20180420,17,hand,walking pace,B,N,247.12,228.54,291,289
5,iphone7,20180420,18,hand,walking pace,B,N,91.52,84.44,108,109
5,iphone7,20180420,19,hand,running pace,B,N,91.52,73.3,64,66
5,iphone7,20180420,21,backpack,walking pace,B,N,91.52,99.19,108,108
5,iphone7,20180420,22,backpack,running pace,B,N,91.52,74.39,70,73
5,iphone7,20180420,23,backpack,walking pace,B,N,247.12,231.74,290,288
5,iphone7,20180420,24,backpack,walking pace,B,N,247.12,251.65,294,292
5,iphone7,20180420,25,backpack,walking pace,B,N,91.52,95.12,109,107
5,iphone7,20180420,26,backpack,running pace,B,N,91.52,64.98,69,63
5,iphone7,20180420,28,trouser pocket,walking pace,B,N,91.52,97.32,110,109
5,iphone7,20180420,29,trouser pocket,running pace,B,N,91.52,90.9,68,73
5,iphone7,20180420,30,trouser pocket,walking pace,B,N,247.12,269.15,291,292
5,iphone7,20180420,31,trouser pocket,walking pace,B,N,247.12,247.66,290,290
5,iphone7,20180420,32,trouser pocket,walking pace,B,N,91.52,99.85,109,108
5,iphone7,20180420,33,trouser pocket,running pace,B,N,91.52,80.38,69,67
5,iphone7,20180420,34,hand,walking pace,NB,N,247.12,230.74,289,287
5,iphone7,20180420,35,hand,walking pace,NB,N,247.12,233.61,290,291
5,iphone7,20180420,36,hand,walking pace,NB,N,91.52,88.07,109,109
5,iphone7,20180420,37,hand,walking pace,NB,N,91.52,78.58,107,100
3,iphone7,20180419,1,trouser pocket,walking pace,B,N,91.52,76.08,117,119
3,iphone7,20180419,2,trouser pocket,running pace,B,N,91.52,111.92,80,78
3,iphone7,20180419,3,trouser pocket,running pace,B,N,247.12,338.53,229,237
3,iphone7,20180419,4,trouser pocket,walking pace,B,N,247.12,186.79,300,247
3,iphone7,20180419,6,backpack,walking pace,B,N,91.52,82.22,114,114
3,iphone7,20180419,7,backpack,walking pace,B,N,91.52,77.77,114,113
3,iphone7,20180419,8,backpack,walking pace,B,N,247.12,216.51,298,309
3,iphone7,20180419,9,backpack,running pace,B,N,247.12,262.98,245,268
3,iphone7,20180419,11,hand,walking pace,B,N,247.12,259.32,301,307
3,iphone7,20180419,12,hand,running pace,B,N,247.12,357.02,239,241
3,iphone7,20180419,13,hand,walking pace,B,N,91.52,93.42,115,110
3,iphone7,20180419,14,hand,running pace,B,N,91.52,140.16,81,89
3,iphone7,20180419,16,trouser pocket,walking pace,NB,N,91.52,65.9,116,120
3,iphone7,20180419,17,trouser pocket,running pace,NB,N,91.52,111.43,82,84
3,iphone7,20180419,18,trouser pocket,running pace,NB,N,247.12,293.3,233,226
3,iphone7,20180419,19,trouser pocket,walking pace,NB,N,247.12,176.97,302,293
3,iphone7,20180419,21,hand,walking pace,NB,N,247.12,234.51,301,305
3,iphone7,20180419,22,hand,running pace,NB,N,247.12,337.35,238,252
3,iphone7,20180419,23,hand,walking pace,NB,N,91.52,87.31,116,114
3,iphone7,20180419,24,hand,running pace,NB,N,91.52,121.15,82,83
3,iphone7,20180419,26,backpack,walking pace,NB,N,91.52,86.97,115,123
3,iphone7,20180419,27,backpack,walking pace,NB,N,91.52,75.89,116,118
3,iphone7,20180419,28,backpack,walking pace,NB,N,247.12,214.36,301,303
3,iphone7,20180419,29,backpack,running pace,NB,N,247.12,223.84,246,238
3,iphone6,20180419,1,trouser pocket,walking pace,B,N,91.52,64.92,117,109
3,iphone6,20180419,2,trouser pocket,running pace,B,N,91.52,95.92,80,77
3,iphone6,20180419,3,trouser pocket,running pace,B,N,247.12,325.21,229,228
3,iphone6,20180419,4,trouser pocket,walking pace,B,N,247.12,221.09,300,278
3,iphone6,20180419,6,backpack,walking pace,B,N,91.52,76.4,114,119
3,iphone6,20180419,7,backpack,walking pace,B,N,91.52,78.59,114,113
3,iphone6,20180419,8,backpack,walking pace,B,N,247.12,200.98,298,298
3,iphone6,20180419,9,backpack,running pace,B,N,247.12,246.13,245,267
3,iphone6,20180419,11,hand,walking pace,B,N,247.12,246.08,301,302
3,iphone6,20180419,12,hand,running pace,B,N,247.12,340.81,239,240
3,iphone6,20180419,13,hand,walking pace,B,N,91.52,85.29,115,105
3,iphone6,20180419,14,hand,running pace,B,N,91.52,102.79,81,82
3,iphone6,20180419,16,trouser pocket,walking pace,NB,N,91.52,57.79,116,110
3,iphone6,20180419,17,trouser pocket,running pace,NB,N,91.52,97.93,82,82
3,iphone6,20180419,18,trouser pocket,running pace,NB,N,247.12,287.85,233,233
3,iphone6,20180419,19,trouser pocket,walking pace,NB,N,247.12,207.5,302,302
3,iphone6,20180419,21,hand,walking pace,NB,N,247.12,218.08,301,283
3,iphone6,20180419,22,hand,running pace,NB,N,247.12,292.78,238,220
3,iphone6,20180419,23,hand,walking pace,NB,N,91.52,80.03,116,111
3,iphone6,20180419,24,hand,running pace,NB,N,91.52,106.05,82,81
3,iphone6,20180419,26,backpack,walking pace,NB,N,91.52,72.39,115,114
3,iphone6,20180419,27,backpack,walking pace,NB,N,91.52,74.36,116,116
3,iphone6,20180419,28,backpack,walking pace,NB,N,247.12,207.93,301,292
3,iphone6,20180419,29,backpack,running pace,NB,N,247.12,220.9,246,213
3,iphone8,20180419,1,trouser pocket,walking pace,B,N,91.52,77.12,117,119
3,iphone8,20180419,2,trouser pocket,running pace,B,N,91.52,112.57,80,81
3,iphone8,20180419,3,trouser pocket,running pace,B,N,247.12,313.86,229,228
3,iphone8,20180419,4,trouser pocket,walking pace,B,N,247.12,222.18,300,296
3,iphone8,20180419,7,backpack,walking pace,B,N,91.52,77.81,114,115
3,iphone8,20180419,9,backpack,running pace,B,N,247.12,269.82,245,280
3,iphone8,20180419,11,hand,walking pace,B,N,247.12,266.31,301,315
3,iphone8,20180419,12,hand,running pace,B,N,247.12,350.1,239,241
3,iphone8,20180419,13,hand,walking pace,B,N,91.52,100.46,115,119
3,iphone8,20180419,14,hand,running pace,B,N,91.52,136.36,89,89
3,iphone8,20180419,16,trouser pocket,walking pace,NB,N,91.52,68.77,116,117
3,iphone8,20180419,17,trouser pocket,running pace,NB,N,91.52,105.83,82,84
3,iphone8,20180419,18,trouser pocket,running pace,NB,N,247.12,303.23,233,234
3,iphone8,20180419,19,trouser pocket,walking pace,NB,N,247.12,207.92,302,297
3,iphone8,20180419,21,hand,walking pace,NB,N,247.12,233.75,301,304
3,iphone8,20180419,22,hand,running pace,NB,N,247.12,328.79,238,240
3,iphone8,20180419,23,hand,walking pace,NB,N,91.52,99.08,116,132
3,iphone8,20180419,24,hand,running pace,NB,N,91.52,117.27,82,83
3,iphone8,20180419,26,backpack,walking pace,NB,N,91.52,77.69,115,114
3,iphone8,20180419,27,backpack,walking pace,NB,N,91.52,80.02,116,116
3,iphone8,20180419,28,backpack,walking pace,NB,N,247.12,212.3,301,298
3,iphone8,20180419,29,backpack,running pace,NB,N,247.12,244.81,246,241
3,iphone7,20180417,1,backpack,walking pace,B,N,91.52,75.19,116,117
3,iphone7,20180417,2,backpack,running pace,B,N,91.52,90.94,80,78
3,iphone7,20180417,3,backpack,walking pace,B,N,247.12,218.37,299,319
3,iphone7,20180417,4,backpack,running pace,B,N,247.12,230.69,239,226
3,iphone7,20180417,5,backpack,walking pace,B,N,450.93,377.06,544,557
3,iphone7,20180417,6,backpack,running pace,B,N,450.93,345.05,433,335
3,iphone7,20180417,8,hand,walking pace,B,N,247.12,252.96,294,293
3,iphone7,20180417,9,hand,running pace,B,N,247.12,361.25,237,252
